Question,Answer,Links
What are the steps to rename files using a Link machine?,"mv moves items from one place to another using absolute or relative paths. Here is an example:

mv ~/hw01/daily.cpp ~/hw02

This moves daily.cpp from the hw01 directory to the hw02 directory.

You can move multiple files at the same time (as long as they are going to the same destination).

You can also use mv to rename files:

mv ~/hw01/daily.cpp ~/hw01/newname.cpp

This “moves” daily.cpp from the hw01 directory to the hw01 directory named as newname.cpp, renaming the file.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How can I change the names of files on a Link machine?,"mv moves items from one place to another using absolute or relative paths. Here is an example:

mv ~/hw01/daily.cpp ~/hw02

This moves daily.cpp from the hw01 directory to the hw02 directory.

You can move multiple files at the same time (as long as they are going to the same destination).

You can also use mv to rename files:

mv ~/hw01/daily.cpp ~/hw01/newname.cpp

This “moves” daily.cpp from the hw01 directory to the hw01 directory named as newname.cpp, renaming the file.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Link machines change file names,"mv moves items from one place to another using absolute or relative paths. Here is an example:

mv ~/hw01/daily.cpp ~/hw02

This moves daily.cpp from the hw01 directory to the hw02 directory.

You can move multiple files at the same time (as long as they are going to the same destination).

You can also use mv to rename files:

mv ~/hw01/daily.cpp ~/hw01/newname.cpp

This “moves” daily.cpp from the hw01 directory to the hw01 directory named as newname.cpp, renaming the file.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Could you guide me on how to rename files on a Link machine?,"mv moves items from one place to another using absolute or relative paths. Here is an example:

mv ~/hw01/daily.cpp ~/hw02

This moves daily.cpp from the hw01 directory to the hw02 directory.

You can move multiple files at the same time (as long as they are going to the same destination).

You can also use mv to rename files:

mv ~/hw01/daily.cpp ~/hw01/newname.cpp

This “moves” daily.cpp from the hw01 directory to the hw01 directory named as newname.cpp, renaming the file.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What specific commands should I use to rename files on a Link machine?,"mv moves items from one place to another using absolute or relative paths. Here is an example:

mv ~/hw01/daily.cpp ~/hw02

This moves daily.cpp from the hw01 directory to the hw02 directory.

You can move multiple files at the same time (as long as they are going to the same destination).

You can also use mv to rename files:

mv ~/hw01/daily.cpp ~/hw01/newname.cpp

This “moves” daily.cpp from the hw01 directory to the hw01 directory named as newname.cpp, renaming the file.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Is there a designated method for renaming files on a Link machine?,"mv moves items from one place to another using absolute or relative paths. Here is an example:

mv ~/hw01/daily.cpp ~/hw02

This moves daily.cpp from the hw01 directory to the hw02 directory.

You can move multiple files at the same time (as long as they are going to the same destination).

You can also use mv to rename files:

mv ~/hw01/daily.cpp ~/hw01/newname.cpp

This “moves” daily.cpp from the hw01 directory to the hw01 directory named as newname.cpp, renaming the file.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Can you explain the procedure for file renaming using Link machine commands?,"mv moves items from one place to another using absolute or relative paths. Here is an example:

mv ~/hw01/daily.cpp ~/hw02

This moves daily.cpp from the hw01 directory to the hw02 directory.

You can move multiple files at the same time (as long as they are going to the same destination).

You can also use mv to rename files:

mv ~/hw01/daily.cpp ~/hw01/newname.cpp

This “moves” daily.cpp from the hw01 directory to the hw01 directory named as newname.cpp, renaming the file.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What is the recommended approach for renaming files on a Link machine?,"mv moves items from one place to another using absolute or relative paths. Here is an example:

mv ~/hw01/daily.cpp ~/hw02

This moves daily.cpp from the hw01 directory to the hw02 directory.

You can move multiple files at the same time (as long as they are going to the same destination).

You can also use mv to rename files:

mv ~/hw01/daily.cpp ~/hw01/newname.cpp

This “moves” daily.cpp from the hw01 directory to the hw01 directory named as newname.cpp, renaming the file.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Link machine command to rename files,"mv moves items from one place to another using absolute or relative paths. Here is an example:

mv ~/hw01/daily.cpp ~/hw02

This moves daily.cpp from the hw01 directory to the hw02 directory.

You can move multiple files at the same time (as long as they are going to the same destination).

You can also use mv to rename files:

mv ~/hw01/daily.cpp ~/hw01/newname.cpp

This “moves” daily.cpp from the hw01 directory to the hw01 directory named as newname.cpp, renaming the file.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What does the mkdir terminal command do?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"Could you explain the functionality of the ""mkdir"" command in the terminal?","mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"What purpose does the ""mkdir"" terminal command serve?","mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"How does the terminal command ""mkdir"" operate?","mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"Can you describe the actions performed by the ""mkdir"" command in the terminal?","mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"Could you provide insight into the role of the ""mkdir"" terminal command?","mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"What are the uses and applications of the ""mkdir"" terminal command?","mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What does mkdir do?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"How is the ""mkdir"" terminal command employed, and what does it accomplish?","mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"What is the meaning and purpose of utilizing the ""mkdir"" command in the terminal?","mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How do I create a folder in terminal?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What is the process for making a directory in the terminal?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How can I generate a directory through terminal commands?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Provide instructions on creating a directory in the terminal.,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Explain the procedure for generating a folder via terminal actions.,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"In the terminal, how do I go about creating a new folder?","mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Offer guidance on how to produce a directory using terminal functions.,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What are the terminal commands involved in the creation of a folder?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Can you guide me on creating a folder using the terminal?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Create a folder in terminal,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How do I create a folder on a link machine?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What steps should I take to establish a folder on a link machine?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Create folder link machine,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How can I make a folder on a link machine?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What is the procedure for setting up a folder on a link machine?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What is the procedure for setting up a folder on a link machine?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Provide instructions on creating a folder on a link machine.,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
In what way can I generate a folder on a link machine?,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Explain the steps involved in creating a folder on a link machine.,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Share the method for creating a folder on a link machine.,"mkdir creates a new directory. You can use relative or absolute paths with this command.

mkdir ~/hw03 

This creates a new directory named hw03 in your home directory (~). You can use absolute or relative paths with mkdir.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What does the touch terminal command do?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How would you describe the functionality of the touch terminal command?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Can you provide an explanation of what the touch command in the terminal accomplishes?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What is the purpose of the touch terminal command?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What does touch do?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Explain the role and significance of the touch command in the terminal.,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How does the touch command function within the terminal?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What does the touch command achieve in the terminal environment?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Provide details on the functionality and use of the touch command in the terminal.,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
In what way does the touch terminal command operate?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How do I create a file in terminal?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Terminal create file,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What are the steps for generating a file in the terminal?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Can you guide me through the process of making a file using terminal commands?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How can I create a file using terminal commands?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What steps do I need to follow to create a file in the terminal?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What's the command sequence for creating a file in the terminal?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Explain the procedure for generating a file via terminal commands.,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
"In the terminal, how do I go about making a new file?","touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What are the terminal commands involved in the creation of a file?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How do I create a file on a link machine?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Link machine create file,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What steps should I take to create a file on a link machine?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Can you guide me through the process of creating a file on a link machine?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How can I make a file on a link machine?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What is the procedure for setting up a file on a link machine?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Explain the steps involved in creating a file on a link machine.,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What is the method for creating a file on a link machine?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
In what way can I create a file on a link machine?,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Make file link machine,"touch creates a new empty file. You can use a relative or absolute path with this command.

touch ~/hw01/myProgram.cpp

This creates an empty file named myProgram.cpp in your ~/hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What does the rm terminal command do?,"rm deletes files. WARNING: you do not get a warning before deleting, if you use this command the file will be gone forever.

rm ~/hw01/daily.cpp

This permanently deletes daily.cpp from the hw01 directory.

rm -r - This deletes things in directories. The -r stands for recursive, meaning that it deletes not only the directory but everything in the directory. Use this very carefully, there is no undo.

rm -r ~/hw01

This deletes everything in the hw01 directory.

rmdir - this deletes empty directories. If you want to delete a directory with stuff in it, first use rm -r and then use rmdir.

rmdir ~/hw01

This deletes the (empty) hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Could you explain the functionality of the rm terminal command?,"rm deletes files. WARNING: you do not get a warning before deleting, if you use this command the file will be gone forever.

rm ~/hw01/daily.cpp

This permanently deletes daily.cpp from the hw01 directory.

rm -r - This deletes things in directories. The -r stands for recursive, meaning that it deletes not only the directory but everything in the directory. Use this very carefully, there is no undo.

rm -r ~/hw01

This deletes everything in the hw01 directory.

rmdir - this deletes empty directories. If you want to delete a directory with stuff in it, first use rm -r and then use rmdir.

rmdir ~/hw01

This deletes the (empty) hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What is the purpose of the rm command in the terminal?,"rm deletes files. WARNING: you do not get a warning before deleting, if you use this command the file will be gone forever.

rm ~/hw01/daily.cpp

This permanently deletes daily.cpp from the hw01 directory.

rm -r - This deletes things in directories. The -r stands for recursive, meaning that it deletes not only the directory but everything in the directory. Use this very carefully, there is no undo.

rm -r ~/hw01

This deletes everything in the hw01 directory.

rmdir - this deletes empty directories. If you want to delete a directory with stuff in it, first use rm -r and then use rmdir.

rmdir ~/hw01

This deletes the (empty) hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
What does rm do?,"rm deletes files. WARNING: you do not get a warning before deleting, if you use this command the file will be gone forever.

rm ~/hw01/daily.cpp

This permanently deletes daily.cpp from the hw01 directory.

rm -r - This deletes things in directories. The -r stands for recursive, meaning that it deletes not only the directory but everything in the directory. Use this very carefully, there is no undo.

rm -r ~/hw01

This deletes everything in the hw01 directory.

rmdir - this deletes empty directories. If you want to delete a directory with stuff in it, first use rm -r and then use rmdir.

rmdir ~/hw01

This deletes the (empty) hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
How does rm operate?,"rm deletes files. WARNING: you do not get a warning before deleting, if you use this command the file will be gone forever.

rm ~/hw01/daily.cpp

This permanently deletes daily.cpp from the hw01 directory.

rm -r - This deletes things in directories. The -r stands for recursive, meaning that it deletes not only the directory but everything in the directory. Use this very carefully, there is no undo.

rm -r ~/hw01

This deletes everything in the hw01 directory.

rmdir - this deletes empty directories. If you want to delete a directory with stuff in it, first use rm -r and then use rmdir.

rmdir ~/hw01

This deletes the (empty) hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
Can you describe the role and significance of the rm command in the terminal?,"rm deletes files. WARNING: you do not get a warning before deleting, if you use this command the file will be gone forever.

rm ~/hw01/daily.cpp

This permanently deletes daily.cpp from the hw01 directory.

rm -r - This deletes things in directories. The -r stands for recursive, meaning that it deletes not only the directory but everything in the directory. Use this very carefully, there is no undo.

rm -r ~/hw01

This deletes everything in the hw01 directory.

rmdir - this deletes empty directories. If you want to delete a directory with stuff in it, first use rm -r and then use rmdir.

rmdir ~/hw01

This deletes the (empty) hw01 directory.",https://docs.google.com/document/d/1Q88CPfiaT9wQDFmzNn0LSgce-LcGY_seMmcpZLWCEKY/edit?usp=sharing
